user_id,signup_date,country,device_type,acquisition_channel,plan_type,monthly_price,sessions_per_month,avg_session_duration,features_used,support_tickets,engagement_score,churned,churn_date,lifetime_value
96,2024-12-10,Canada,Mobile,Ads,Basic,0,21,34,9,0,714,0,,0
97,2024-11-22,USA,Desktop,Email,Free,10,38,14,10,1,532,1,1738627200000000000,10
98,2024-01-09,USA,Desktop,Ads,Basic,25,27,5,9,0,135,1,1709683200000000000,100
99,2024-12-09,UK,Mobile,Organic,Free,10,16,22,11,0,352,1,1745193600000000000,30
100,2024-05-08,Canada,Desktop,Referral,Free,0,29,28,7,1,812,0,,0
101,2024-05-15,Germany,Mobile,Referral,Free,0,27,32,3,0,864,0,,0
102,2024-03-03,India,Desktop,Referral,Basic,10,8,21,5,0,168,1,1718496000000000000,50
103,2024-05-18,USA,Mobile,Email,Free,25,5,33,2,0,165,1,1719100800000000000,250
104,2024-03-21,Canada,Desktop,Ads,Free,0,16,27,8,0,432,1,1717977600000000000,0
105,2024-06-11,UK,Desktop,Ads,Pro,10,16,33,10,0,528,1,1722297600000000000,10
106,2024-10-15,UK,Mobile,Organic,Free,0,4,6,8,0,24,1,1740355200000000000,0
107,2024-09-17,USA,Mobile,Referral,Pro,25,44,40,9,0,1760,0,,100
108,2024-08-18,USA,Desktop,Organic,Free,10,31,18,10,1,558,1,1732752000000000000,70
109,2024-02-10,Germany,Mobile,Organic,Free,10,13,29,6,0,377,1,1716249600000000000,80
110,2024-01-28,UK,Mobile,Referral,Free,25,40,9,1,0,360,1,1718409600000000000,125
111,2024-05-14,Canada,Mobile,Email,Pro,0,9,2,5,0,18,1,1719878400000000000,0
112,2024-07-19,India,Desktop,Ads,Free,10,8,28,9,0,224,1,1730678400000000000,100
113,2024-11-23,India,Mobile,Email,Free,0,38,18,5,0,684,0,,0
114,2024-09-24,Germany,Desktop,Referral,Basic,25,32,15,5,0,480,1,1737244800000000000,225
115,2024-02-02,Canada,Mobile,Referral,Free,10,10,32,11,0,320,1,1715299200000000000,30
116,2024-02-17,India,Mobile,Organic,Pro,25,24,4,9,0,96,1,1715126400000000000,150
117,2024-03-02,India,Mobile,Email,Free,0,13,42,2,0,546,1,1724803200000000000,0
118,2024-08-03,Canada,Mobile,Ads,Basic,0,14,23,11,0,322,1,1726790400000000000,0
119,2024-10-19,Canada,Mobile,Referral,Pro,10,41,30,5,0,1230,0,,70
120,2024-04-08,USA,Desktop,Email,Pro,10,40,6,10,0,240,1,1715558400000000000,100
121,2024-06-20,India,Desktop,Email,Pro,25,52,39,3,0,2028,0,,25
122,2024-12-25,India,Mobile,Ads,Free,10,6,33,8,0,198,1,1744070400000000000,10
123,2024-08-01,Germany,Desktop,Organic,Free,10,57,13,9,0,741,0,,30
124,2024-02-04,USA,Mobile,Ads,Basic,10,37,4,6,0,148,1,1714608000000000000,20
125,2024-08-14,USA,Desktop,Ads,Free,10,40,39,1,0,1560,0,,90
126,2024-04-10,India,Mobile,Referral,Free,10,57,42,4,1,2394,0,,20
127,2024-05-10,UK,Mobile,Organic,Pro,10,37,27,5,0,999,0,,20
128,2024-09-13,UK,Desktop,Email,Free,0,56,3,11,0,168,1,1733875200000000000,0
129,2024-01-05,Canada,Mobile,Organic,Free,25,25,5,7,1,125,1,1714694400000000000,125
130,2024-08-05,USA,Desktop,Ads,Free,10,9,15,5,0,135,1,1730937600000000000,80
131,2024-09-11,India,Mobile,Email,Basic,0,50,17,5,2,850,0,,0
132,2024-12-24,India,Desktop,Email,Basic,25,28,11,10,0,308,1,1738713600000000000,200
133,2024-10-09,India,Tablet,Ads,Pro,10,32,26,8,0,832,0,,60
134,2024-07-25,Germany,Mobile,Ads,Pro,10,36,3,3,0,108,1,1731110400000000000,70
135,2024-01-15,UK,Desktop,Referral,Free,25,12,6,7,0,72,1,1713830400000000000,175
136,2024-12-11,Germany,Mobile,Referral,Pro,10,12,24,1,1,288,1,1746144000000000000,90
137,2024-02-11,India,Mobile,Referral,Pro,25,49,6,6,1,294,1,1722211200000000000,25
138,2024-06-27,India,Desktop,Referral,Pro,0,21,26,6,0,546,1,1727222400000000000,0
139,2024-03-03,USA,Mobile,Referral,Pro,0,26,38,10,1,988,0,,0
140,2024-12-17,USA,Mobile,Organic,Basic,0,25,5,6,1,125,1,1740528000000000000,0
141,2024-08-18,UK,Desktop,Email,Basic,10,28,37,11,0,1036,0,,90
142,2024-08-28,Canada,Mobile,Email,Basic,10,40,43,9,0,1720,0,,10
143,2024-02-21,India,Desktop,Referral,Free,10,14,43,2,0,602,0,,30
144,2024-04-05,USA,Desktop,Organic,Pro,10,47,3,10,0,141,1,1724284800000000000,30
145,2024-08-09,UK,Desktop,Ads,Free,0,51,30,2,1,1530,0,,0
146,2024-08-18,Germany,Mobile,Organic,Basic,0,5,18,7,2,90,1,1727481600000000000,0
147,2024-08-24,India,Mobile,Email,Basic,0,23,23,6,0,529,1,1730332800000000000,0
148,2024-05-22,Canada,Mobile,Referral,Pro,25,52,19,5,1,988,0,,275
149,2024-06-19,UK,Mobile,Ads,Free,10,24,29,8,0,696,0,,80
150,2024-01-29,Canada,Mobile,Referral,Free,0,14,43,11,3,602,0,,0
151,2024-02-05,India,Mobile,Referral,Free,25,19,16,4,0,304,1,1720569600000000000,25
152,2024-01-13,UK,Mobile,Ads,Pro,25,54,13,1,0,702,0,,175
153,2024-06-08,USA,Desktop,Referral,Pro,0,27,9,1,0,243,1,1726617600000000000,0
154,2024-11-22,Canada,Desktop,Email,Free,25,6,40,7,0,240,1,1747094400000000000,150
155,2024-07-05,Germany,Tablet,Referral,Free,25,37,30,3,0,1110,0,,100
156,2024-08-30,Germany,Tablet,Referral,Free,10,57,32,6,1,1824,0,,100
157,2024-03-26,Canada,Mobile,Organic,Basic,25,7,31,1,0,217,1,1721952000000000000,150
158,2024-10-10,India,Mobile,Organic,Free,10,49,39,11,0,1911,0,,100
159,2024-03-06,India,Mobile,Email,Free,25,28,27,2,1,756,0,,275
160,2024-06-18,India,Mobile,Organic,Free,10,37,19,11,0,703,0,,100
161,2024-02-14,Germany,Mobile,Referral,Basic,10,49,19,7,0,931,0,,70
162,2024-03-02,Germany,Tablet,Organic,Free,25,15,17,1,1,255,1,1717891200000000000,75
163,2024-05-13,USA,Mobile,Referral,Pro,10,5,19,4,2,95,1,1724544000000000000,90
164,2024-10-10,India,Mobile,Referral,Free,25,20,17,2,0,340,1,1737849600000000000,50
165,2024-01-28,Germany,Desktop,Email,Basic,25,8,29,10,1,232,1,1718582400000000000,175
166,2024-04-17,Germany,Tablet,Referral,Basic,10,19,4,3,1,76,1,1716768000000000000,50
167,2024-02-13,India,Mobile,Organic,Pro,0,1,4,4,0,4,1,1711756800000000000,0
168,2024-12-05,India,Mobile,Email,Pro,25,28,15,3,1,420,1,1747353600000000000,50
169,2024-10-12,Germany,Desktop,Referral,Pro,0,41,16,11,0,656,0,,0
170,2024-11-26,Canada,Mobile,Referral,Pro,10,22,22,4,1,484,1,1746835200000000000,10
171,2024-05-07,Germany,Mobile,Email,Free,0,56,42,6,1,2352,0,,0
172,2024-12-13,USA,Desktop,Email,Free,10,14,19,8,0,266,1,1743465600000000000,80
173,2024-08-18,UK,Mobile,Ads,Free,0,7,40,7,0,280,1,1730592000000000000,0
174,2024-07-08,India,Mobile,Referral,Pro,25,35,20,11,1,700,0,,200
175,2024-08-12,USA,Mobile,Email,Basic,25,8,34,6,0,272,1,1728000000000000000,250
176,2024-10-09,Canada,Mobile,Referral,Pro,25,44,41,1,0,1804,0,,25
177,2024-04-30,UK,Mobile,Referral,Basic,0,44,38,2,0,1672,0,,0
178,2024-04-25,Germany,Desktop,Organic,Free,25,5,14,10,1,70,1,1724198400000000000,175
179,2024-08-20,India,Desktop,Organic,Free,0,50,20,3,0,1000,0,,0
180,2024-09-15,Germany,Desktop,Referral,Free,0,33,14,10,0,462,1,1734739200000000000,0
181,2024-12-24,USA,Desktop,Referral,Free,0,19,42,7,0,798,0,,0
182,2024-07-16,India,Mobile,Email,Free,10,57,2,5,1,114,1,1727136000000000000,50
183,2024-05-16,Germany,Desktop,Organic,Basic,25,42,35,9,1,1470,0,,225
184,2024-11-13,India,Desktop,Ads,Pro,0,59,10,7,0,590,1,1742169600000000000,0
185,2024-06-13,USA,Desktop,Email,Basic,25,14,9,8,1,126,1,1731715200000000000,50
186,2024-08-12,Germany,Desktop,Email,Free,0,11,43,1,1,473,1,1729209600000000000,0
187,2024-11-02,UK,Mobile,Organic,Free,10,25,29,8,1,725,0,,80
188,2024-08-21,Canada,Mobile,Organic,Free,25,23,20,10,2,460,1,1732233600000000000,75
189,2024-06-20,Germany,Mobile,Ads,Basic,25,51,5,8,1,255,1,1724284800000000000,250
190,2024-05-31,India,Mobile,Email,Basic,10,49,40,9,0,1960,0,,50
191,2024-11-10,Germany,Mobile,Ads,Free,0,12,2,1,1,24,1,1746057600000000000,0
192,2024-06-08,India,Mobile,Email,Free,25,56,8,3,1,448,1,1732665600000000000,175
193,2024-04-05,USA,Tablet,Organic,Basic,10,56,40,3,1,2240,0,,50
194,2024-08-20,Canada,Mobile,Email,Free,0,5,13,1,0,65,1,1727395200000000000,0
195,2024-06-28,India,Desktop,Organic,Pro,10,2,20,8,0,40,1,1724889600000000000,20
196,2024-04-22,Germany,Tablet,Ads,Free,0,4,43,1,1,172,1,1718409600000000000,0
197,2024-11-13,USA,Tablet,Email,Free,10,54,14,11,0,756,0,,90
198,2024-02-21,UK,Desktop,Referral,Basic,10,40,40,2,1,1600,0,,90
199,2024-09-24,Germany,Mobile,Email,Basic,0,16,42,1,0,672,0,,0
200,2024-10-21,Canada,Mobile,Organic,Free,0,50,28,2,0,1400,0,,0
201,2024-04-22,USA,Desktop,Ads,Free,10,37,27,7,1,999,0,,60
202,2024-04-10,Germany,Mobile,Organic,Basic,25,26,16,7,1,416,1,1726444800000000000,275
203,2024-04-22,India,Mobile,Organic,Free,0,25,25,3,0,625,0,,0
204,2024-03-21,India,Mobile,Email,Free,0,11,7,2,1,77,1,1722556800000000000,0
205,2024-07-05,India,Mobile,Organic,Pro,10,41,9,8,0,369,1,1730246400000000000,100
206,2024-04-22,Germany,Desktop,Referral,Free,10,46,29,6,0,1334,0,,50
207,2024-01-02,Canada,Mobile,Referral,Free,25,25,22,1,1,550,1,1714780800000000000,200
208,2024-05-09,India,Mobile,Referral,Free,0,35,23,10,1,805,0,,0
209,2024-08-07,Germany,Mobile,Referral,Free,25,32,12,4,0,384,1,1735516800000000000,50
210,2024-02-23,Germany,Desktop,Referral,Free,0,35,15,5,1,525,1,1720915200000000000,0
211,2024-12-08,Canada,Desktop,Organic,Free,10,11,44,2,0,484,1,1737849600000000000,40
212,2024-08-11,USA,Mobile,Email,Basic,0,50,24,9,2,1200,0,,0
213,2024-08-12,USA,Mobile,Referral,Basic,25,33,22,9,0,726,0,,125
214,2024-05-05,Germany,Mobile,Email,Free,0,42,4,4,0,168,1,1727049600000000000,0
215,2024-05-09,USA,Mobile,Ads,Free,10,13,17,10,0,221,1,1720224000000000000,70
216,2024-02-22,UK,Tablet,Referral,Basic,0,56,38,2,0,2128,0,,0
217,2024-06-20,Canada,Mobile,Email,Basic,25,24,18,4,1,432,1,1725235200000000000,225
218,2024-08-05,Germany,Desktop,Email,Free,25,9,23,7,3,207,1,1726963200000000000,25
219,2024-06-08,USA,Mobile,Referral,Basic,0,58,8,3,0,464,1,1724889600000000000,0
220,2024-07-16,USA,Mobile,Email,Basic,0,37,21,1,0,777,0,,0
221,2024-09-03,Canada,Desktop,Organic,Basic,25,10,36,3,0,360,1,1735862400000000000,75
222,2024-11-19,India,Mobile,Email,Free,25,26,30,10,0,780,0,,75
223,2024-07-21,USA,Desktop,Organic,Basic,0,31,32,9,0,992,0,,0
224,2024-07-02,Canada,Mobile,Referral,Free,25,11,43,9,1,473,1,1732579200000000000,125
225,2024-05-02,India,Desktop,Referral,Free,0,35,3,9,0,105,1,1725753600000000000,0
226,2024-09-11,Germany,Desktop,Ads,Free,0,29,26,7,0,754,0,,0
227,2024-10-20,India,Desktop,Organic,Free,25,43,9,1,1,387,1,1741737600000000000,75
228,2024-10-06,USA,Mobile,Referral,Pro,0,25,31,5,0,775,0,,0
229,2024-11-20,Germany,Tablet,Organic,Basic,25,55,20,11,0,1100,0,,100
230,2024-04-07,Germany,Mobile,Referral,Basic,0,52,44,11,0,2288,0,,0
231,2024-07-16,India,Desktop,Ads,Free,25,35,5,10,0,175,1,1725408000000000000,200
232,2024-08-27,Germany,Mobile,Email,Free,25,41,10,10,2,410,1,1727308800000000000,250
233,2024-05-23,India,Mobile,Ads,Basic,10,29,44,11,0,1276,0,,30
234,2024-04-06,India,Desktop,Organic,Free,10,22,42,1,0,924,0,,80
235,2024-07-19,India,Desktop,Ads,Basic,25,1,35,11,0,35,1,1733356800000000000,250
236,2024-05-03,Canada,Desktop,Referral,Free,0,56,32,9,0,1792,0,,0
237,2024-07-05,USA,Mobile,Email,Free,25,17,3,7,0,51,1,1734134400000000000,125
238,2024-11-21,Germany,Mobile,Organic,Free,10,37,27,1,0,999,0,,90
239,2024-12-14,UK,Mobile,Ads,Free,0,38,18,7,0,684,0,,0
240,2024-09-15,USA,Mobile,Email,Basic,10,24,28,11,0,672,0,,60
241,2024-05-27,UK,Mobile,Ads,Free,25,9,40,4,0,360,1,1732147200000000000,275
242,2024-09-08,India,Tablet,Referral,Free,25,29,26,8,0,754,0,,50
243,2024-12-11,Germany,Mobile,Referral,Pro,25,27,12,8,1,324,1,1741046400000000000,125
244,2024-05-26,USA,Mobile,Ads,Free,25,46,36,4,0,1656,0,,100
245,2024-05-27,UK,Desktop,Email,Free,25,24,37,11,1,888,0,,125
246,2024-12-17,UK,Desktop,Email,Basic,10,33,18,10,0,594,1,1738800000000000000,20
247,2024-07-17,UK,Desktop,Organic,Basic,25,34,24,9,0,816,0,,150
248,2024-11-03,USA,Desktop,Referral,Free,0,31,15,7,0,465,1,1734998400000000000,0
249,2024-05-07,Canada,Mobile,Organic,Free,10,44,27,7,0,1188,0,,100
250,2024-02-08,India,Mobile,Organic,Free,25,56,13,8,1,728,0,,250
251,2024-12-03,Germany,Mobile,Ads,Free,25,9,31,3,0,279,1,1744416000000000000,150
252,2024-12-25,UK,Mobile,Referral,Free,10,29,23,11,0,667,0,,110
253,2024-05-08,USA,Tablet,Referral,Free,0,35,28,4,1,980,0,,0
254,2024-09-23,UK,Desktop,Email,Basic,10,3,10,9,0,30,1,1741564800000000000,20
255,2024-05-30,USA,Desktop,Organic,Free,0,37,6,6,0,222,1,1726012800000000000,0
256,2024-10-24,Canada,Mobile,Email,Basic,10,27,29,11,0,783,0,,10
257,2024-04-08,UK,Mobile,Ads,Basic,10,22,9,2,0,198,1,1717027200000000000,80
258,2024-09-19,UK,Mobile,Ads,Free,0,16,29,1,0,464,1,1740614400000000000,0
259,2024-09-08,Germany,Mobile,Email,Pro,25,47,24,5,2,1128,0,,100
260,2024-05-23,USA,Desktop,Email,Basic,25,31,21,3,1,651,0,,175
261,2024-12-11,USA,Mobile,Referral,Free,25,57,38,10,1,2166,0,,275
262,2024-04-21,Canada,Desktop,Ads,Free,0,11,31,9,0,341,1,1724803200000000000,0
263,2024-02-29,UK,Mobile,Organic,Free,0,48,44,9,1,2112,0,,0
264,2024-01-02,Germany,Desktop,Organic,Free,0,37,20,2,1,740,0,,0
265,2024-10-30,India,Mobile,Ads,Basic,0,53,5,3,1,265,1,1733961600000000000,0
266,2024-09-10,Germany,Mobile,Referral,Basic,25,21,22,2,2,462,1,1734739200000000000,250
267,2024-05-19,Germany,Desktop,Ads,Pro,0,38,34,3,1,1292,0,,0
268,2024-02-06,Germany,Mobile,Email,Free,10,39,11,3,1,429,1,1716595200000000000,90
269,2024-06-08,Germany,Desktop,Ads,Free,10,49,4,11,0,196,1,1729900800000000000,30
270,2024-01-09,UK,Mobile,Organic,Basic,0,26,15,6,1,390,1,1713052800000000000,0
271,2024-08-20,Germany,Desktop,Referral,Basic,0,15,36,3,0,540,1,1734739200000000000,0
272,2024-04-08,USA,Desktop,Referral,Basic,25,12,21,1,0,252,1,1720137600000000000,125
273,2024-05-26,USA,Desktop,Organic,Basic,10,18,42,8,0,756,0,,100
274,2024-10-30,Germany,Mobile,Organic,Free,0,7,43,3,0,301,1,1733270400000000000,0
275,2024-07-26,USA,Mobile,Ads,Free,10,36,14,7,0,504,1,1726963200000000000,60
276,2024-05-10,UK,Mobile,Organic,Free,0,49,18,11,1,882,0,,0
277,2024-05-31,India,Mobile,Ads,Free,10,26,29,5,2,754,0,,30
278,2024-02-23,Germany,Mobile,Email,Pro,10,52,10,4,0,520,1,1715817600000000000,30
279,2024-04-29,USA,Mobile,Email,Pro,10,16,6,8,0,96,1,1729296000000000000,10
280,2024-06-09,USA,Mobile,Organic,Free,10,1,39,3,0,39,1,1721001600000000000,70
281,2024-04-25,UK,Mobile,Referral,Pro,0,59,19,9,0,1121,0,,0
282,2024-03-15,UK,Desktop,Organic,Free,0,39,21,9,1,819,0,,0
283,2024-04-22,India,Mobile,Organic,Basic,25,34,10,10,1,340,1,1720396800000000000,200
284,2024-04-13,Canada,Tablet,Organic,Free,25,37,34,8,1,1258,0,,125
285,2024-12-05,Canada,Mobile,Organic,Pro,25,41,19,1,0,779,0,,225
286,2024-09-10,Canada,Mobile,Referral,Free,25,35,18,1,0,630,0,,200
287,2024-08-14,India,Mobile,Organic,Basic,0,5,27,2,0,135,1,1733270400000000000,0
288,2024-04-21,Germany,Desktop,Email,Basic,25,56,10,3,0,560,1,1722297600000000000,150
289,2024-04-08,Canada,Mobile,Referral,Free,25,55,23,10,0,1265,0,,150
290,2024-06-01,Canada,Mobile,Ads,Basic,25,32,12,4,2,384,1,1729814400000000000,150
291,2024-12-14,USA,Mobile,Referral,Basic,10,22,18,6,0,396,1,1744675200000000000,60
292,2024-12-03,USA,Desktop,Organic,Basic,0,25,5,5,2,125,1,1747180800000000000,0
293,2024-07-12,Germany,Mobile,Ads,Basic,0,4,37,3,0,148,1,1735084800000000000,0
294,2024-11-05,UK,Mobile,Organic,Free,25,25,19,9,0,475,1,1741046400000000000,275
295,2024-06-11,India,Tablet,Referral,Free,25,49,29,7,0,1421,0,,250
296,2024-07-26,Canada,Mobile,Referral,Pro,10,32,15,7,0,480,1,1733961600000000000,20
297,2024-06-17,India,Mobile,Organic,Basic,25,42,15,8,0,630,0,,75
298,2024-06-09,USA,Mobile,Organic,Free,25,46,4,2,1,184,1,1726617600000000000,100
299,2024-03-08,India,Mobile,Ads,Free,0,36,12,3,0,432,1,1717459200000000000,0
300,2024-10-15,USA,Mobile,Referral,Free,25,10,7,3,0,70,1,1739577600000000000,175
301,2024-10-03,India,Mobile,Ads,Basic,10,29,36,7,1,1044,0,,90
302,2024-10-30,USA,Desktop,Referral,Free,0,42,33,1,0,1386,0,,0
303,2024-05-14,India,Mobile,Organic,Free,25,6,10,5,0,60,1,1725321600000000000,275
304,2024-07-13,Canada,Desktop,Email,Basic,0,7,16,1,1,112,1,1729641600000000000,0
